year,month,geo,dguid,labour_force_characteristics,educational_degree,sex,age_group,uom,uom_id,scalar_factor,scalar_id,vector,coordinate,value,status,symbol,terminated,decimals
2020,12,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,59.7,NA,NA,NA,1
2021,01,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,57.7,NA,NA,NA,1
2021,02,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,59.1,NA,NA,NA,1
2021,03,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,60.3,NA,NA,NA,1
2021,04,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,59.5,NA,NA,NA,1
2021,05,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,61.7,NA,NA,NA,1
2021,06,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,62.1,NA,NA,NA,1
2021,07,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,63.8,NA,NA,NA,1
2021,08,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,63.4,NA,NA,NA,1
2021,09,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,61.8,NA,NA,NA,1
2021,10,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,62.6,NA,NA,NA,1
2021,11,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,62.4,NA,NA,NA,1
2021,12,Canada,2016A000011124,Employment rate,High school graduate,Males,15 years and over,Percentage,242,units,0,v54912659,1.10.3.2.1,61.4,NA,NA,NA,1
2017,01,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.2,NA,NA,NA,1
2017,02,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50,NA,NA,NA,1
2017,03,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.3,NA,NA,NA,1
2017,04,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.1,NA,NA,NA,1
2017,05,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,51,NA,NA,NA,1
2017,06,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,51.3,NA,NA,NA,1
2017,07,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.6,NA,NA,NA,1
2017,08,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.5,NA,NA,NA,1
2017,09,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50,NA,NA,NA,1
2017,10,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.2,NA,NA,NA,1
2017,11,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.2,NA,NA,NA,1
2017,12,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.6,NA,NA,NA,1
2018,01,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.5,NA,NA,NA,1
2018,02,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.5,NA,NA,NA,1
2018,03,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.7,NA,NA,NA,1
2018,04,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50,NA,NA,NA,1
2018,05,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.8,NA,NA,NA,1
2018,06,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,51.3,NA,NA,NA,1
2018,07,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.5,NA,NA,NA,1
2018,08,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.7,NA,NA,NA,1
2018,09,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.1,NA,NA,NA,1
2018,10,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,48.8,NA,NA,NA,1
2018,11,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,48.9,NA,NA,NA,1
2018,12,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.5,NA,NA,NA,1
2019,01,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.2,NA,NA,NA,1
2019,02,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49,NA,NA,NA,1
2019,03,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,48.3,NA,NA,NA,1
2019,04,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49,NA,NA,NA,1
2019,05,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.6,NA,NA,NA,1
2019,06,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,50.3,NA,NA,NA,1
2019,07,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.4,NA,NA,NA,1
2019,08,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.6,NA,NA,NA,1
2019,09,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49.1,NA,NA,NA,1
2019,10,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,48.9,NA,NA,NA,1
2019,11,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,48.7,NA,NA,NA,1
2019,12,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,49,NA,NA,NA,1
2020,01,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,48.2,NA,NA,NA,1
2020,02,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,48.8,NA,NA,NA,1
2020,03,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,43.7,NA,NA,NA,1
2020,04,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,37.4,NA,NA,NA,1
2020,05,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,38.7,NA,NA,NA,1
2020,06,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,43.3,NA,NA,NA,1
2020,07,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,44.6,NA,NA,NA,1
2020,08,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,45,NA,NA,NA,1
2020,09,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,45.2,NA,NA,NA,1
2020,10,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,45,NA,NA,NA,1
2020,11,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,44.8,NA,NA,NA,1
2020,12,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,44.5,NA,NA,NA,1
2021,01,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,43.2,NA,NA,NA,1
2021,02,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,43.7,NA,NA,NA,1
2021,03,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,44.6,NA,NA,NA,1
2021,04,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,43.5,NA,NA,NA,1
2021,05,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,45.3,NA,NA,NA,1
2021,06,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,46.9,NA,NA,NA,1
2021,07,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,47.1,NA,NA,NA,1
2021,08,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,46.7,NA,NA,NA,1
2021,09,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,46,NA,NA,NA,1
2021,10,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,47.2,NA,NA,NA,1
2021,11,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,47.5,NA,NA,NA,1
2021,12,Canada,2016A000011124,Employment rate,High school graduate,Females,15 years and over,Percentage,242,units,0,v54912666,1.10.3.3.1,47.5,NA,NA,NA,1
2017,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,59,NA,NA,NA,1
2017,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,60.1,NA,NA,NA,1
2017,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,59.4,NA,NA,NA,1
2017,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,59.8,NA,NA,NA,1
2017,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,66.4,NA,NA,NA,1
2017,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,68.8,NA,NA,NA,1
2017,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,69.7,NA,NA,NA,1
2017,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,70.7,NA,NA,NA,1
2017,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,61.9,NA,NA,NA,1
2017,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,62.1,NA,NA,NA,1
2017,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,62.9,NA,NA,NA,1
2017,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,61.4,NA,NA,NA,1
2018,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,60.1,NA,NA,NA,1
2018,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,58.9,NA,NA,NA,1
2018,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,58.8,NA,NA,NA,1
2018,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,59.6,NA,NA,NA,1
2018,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,64.8,NA,NA,NA,1
2018,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,68.4,NA,NA,NA,1
2018,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,72.3,NA,NA,NA,1
2018,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,69.4,NA,NA,NA,1
2018,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,62.8,NA,NA,NA,1
2018,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,62.2,NA,NA,NA,1
2018,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,62.6,NA,NA,NA,1
2018,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,61.2,NA,NA,NA,1
2019,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,59.4,NA,NA,NA,1
2019,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,58.8,NA,NA,NA,1
2019,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,60.3,NA,NA,NA,1
2019,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,62.3,NA,NA,NA,1
2019,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,67.8,NA,NA,NA,1
2019,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,70.7,NA,NA,NA,1
2019,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,71.5,NA,NA,NA,1
2019,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,69.4,NA,NA,NA,1
2019,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,62.4,NA,NA,NA,1
2019,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,61.4,NA,NA,NA,1
2019,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,61,NA,NA,NA,1
2019,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,60.2,NA,NA,NA,1
2020,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,57.5,NA,NA,NA,1
2020,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,59.8,NA,NA,NA,1
2020,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,55.9,NA,NA,NA,1
2020,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,47.8,NA,NA,NA,1
2020,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,49.3,NA,NA,NA,1
2020,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,58.6,NA,NA,NA,1
2020,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,61.9,NA,NA,NA,1
2020,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,62.4,NA,NA,NA,1
2020,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,59.8,NA,NA,NA,1
2020,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,60.4,NA,NA,NA,1
2020,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,57,NA,NA,NA,1
2020,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,56.7,NA,NA,NA,1
2021,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,54.5,NA,NA,NA,1
2021,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,54.9,NA,NA,NA,1
2021,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,56.8,NA,NA,NA,1
2021,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,57,NA,NA,NA,1
2021,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,60.6,NA,NA,NA,1
2021,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,69.1,NA,NA,NA,1
2021,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,69.7,NA,NA,NA,1
2021,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,68.5,NA,NA,NA,1
2021,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,62,NA,NA,NA,1
2021,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,59.7,NA,NA,NA,1
2021,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,59.7,NA,NA,NA,1
2021,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Males,15 years and over,Percentage,242,units,0,v54912680,1.10.4.2.1,58.4,NA,NA,NA,1
2017,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,55.8,NA,NA,NA,1
2017,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,55.7,NA,NA,NA,1
2017,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,55,NA,NA,NA,1
2017,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,55.8,NA,NA,NA,1
2017,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,62.6,NA,NA,NA,1
2017,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,64.8,NA,NA,NA,1
2017,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,66.3,NA,NA,NA,1
2017,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,64.9,NA,NA,NA,1
2017,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.3,NA,NA,NA,1
2017,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,58.8,NA,NA,NA,1
2017,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.4,NA,NA,NA,1
2017,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,59.3,NA,NA,NA,1
2018,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,56.5,NA,NA,NA,1
2018,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,55.6,NA,NA,NA,1
2018,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,56.1,NA,NA,NA,1
2018,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,54.9,NA,NA,NA,1
2018,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,58.5,NA,NA,NA,1
2018,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,61.7,NA,NA,NA,1
2018,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,64.5,NA,NA,NA,1
2018,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,63.7,NA,NA,NA,1
2018,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.5,NA,NA,NA,1
2018,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.7,NA,NA,NA,1
2018,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.3,NA,NA,NA,1
2018,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,56.4,NA,NA,NA,1
2019,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,56.3,NA,NA,NA,1
2019,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,56.6,NA,NA,NA,1
2019,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.6,NA,NA,NA,1
2019,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.1,NA,NA,NA,1
2019,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,61.6,NA,NA,NA,1
2019,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,64,NA,NA,NA,1
2019,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,64.4,NA,NA,NA,1
2019,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,62.6,NA,NA,NA,1
2019,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,55.7,NA,NA,NA,1
2019,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.2,NA,NA,NA,1
2019,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,56.8,NA,NA,NA,1
2019,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.2,NA,NA,NA,1
